File 1,File 2,Similarity
U8S24.TXT,U8S17.TXT,0
U8S24.TXT,U10S11.TXT,1
U8S24.TXT,U14S8.TXT,1
U8S24.TXT,U15S28.TXT,1
U8S24.TXT,U13S14.TXT,1
U8S24.TXT,U12S3.TXT,1
U8S24.TXT,U8S32.TXT,0
U8S24.TXT,U17S4.TXT,1
U8S24.TXT,U5S27.TXT,1
U8S24.TXT,U20S21.TXT,1
U8S24.TXT,U9S4.TXT,1
U8S24.TXT,U7S29.TXT,1
U8S24.TXT,U7S39.TXT,1
U8S24.TXT,U17S15.TXT,1
U8S24.TXT,U9S40.TXT,1
U8S24.TXT,U20S24.TXT,1
U8S24.TXT,U16S5.TXT,1
U8S24.TXT,U20S31.TXT,1
U8S24.TXT,U6S19.TXT,1
U8S24.TXT,U9S30.TXT,1
U8S24.TXT,U5S22.TXT,1
U8S24.TXT,U7S16.TXT,1
U8S24.TXT,U1S1.TXT,1
U8S24.TXT,U7S11.TXT,1
U8S24.TXT,U2S19.TXT,1
U8S24.TXT,U6S3.TXT,1
U8S24.TXT,U19S18.TXT,1
U8S24.TXT,U18S35.TXT,1
U8S24.TXT,U19S28.TXT,1
U8S17.TXT,U10S11.TXT,1
U8S17.TXT,U14S8.TXT,1
U8S17.TXT,U15S28.TXT,1
U8S17.TXT,U13S14.TXT,1
U8S17.TXT,U12S3.TXT,1
U8S17.TXT,U8S32.TXT,0
U8S17.TXT,U17S4.TXT,1
U8S17.TXT,U5S27.TXT,1
U8S17.TXT,U20S21.TXT,1
U8S17.TXT,U9S4.TXT,1
U8S17.TXT,U7S29.TXT,1
U8S17.TXT,U7S39.TXT,1
U8S17.TXT,U17S15.TXT,1
U8S17.TXT,U9S40.TXT,1
U8S17.TXT,U20S24.TXT,1
U8S17.TXT,U16S5.TXT,1
U8S17.TXT,U20S31.TXT,1
U8S17.TXT,U6S19.TXT,1
U8S17.TXT,U9S30.TXT,1
U8S17.TXT,U5S22.TXT,1
U8S17.TXT,U7S16.TXT,1
U8S17.TXT,U1S1.TXT,1
U8S17.TXT,U7S11.TXT,1
U8S17.TXT,U2S19.TXT,1
U8S17.TXT,U6S3.TXT,1
U8S17.TXT,U19S18.TXT,1
U8S17.TXT,U18S35.TXT,1
U8S17.TXT,U19S28.TXT,1
U10S11.TXT,U14S8.TXT,1
U10S11.TXT,U15S28.TXT,1
U10S11.TXT,U13S14.TXT,1
U10S11.TXT,U12S3.TXT,1
U10S11.TXT,U8S32.TXT,1
U10S11.TXT,U17S4.TXT,1
U10S11.TXT,U5S27.TXT,1
U10S11.TXT,U20S21.TXT,1
U10S11.TXT,U9S4.TXT,1
U10S11.TXT,U7S29.TXT,1
U10S11.TXT,U7S39.TXT,1
U10S11.TXT,U17S15.TXT,1
U10S11.TXT,U9S40.TXT,1
U10S11.TXT,U20S24.TXT,1
U10S11.TXT,U16S5.TXT,1
U10S11.TXT,U20S31.TXT,1
U10S11.TXT,U6S19.TXT,1
U10S11.TXT,U9S30.TXT,1
U10S11.TXT,U5S22.TXT,1
U10S11.TXT,U7S16.TXT,1
U10S11.TXT,U1S1.TXT,1
U10S11.TXT,U7S11.TXT,1
U10S11.TXT,U2S19.TXT,1
U10S11.TXT,U6S3.TXT,1
U10S11.TXT,U19S18.TXT,1
U10S11.TXT,U18S35.TXT,1
U10S11.TXT,U19S28.TXT,1
U14S8.TXT,U15S28.TXT,1
U14S8.TXT,U13S14.TXT,1
U14S8.TXT,U12S3.TXT,1
U14S8.TXT,U8S32.TXT,1
U14S8.TXT,U17S4.TXT,1
U14S8.TXT,U5S27.TXT,1
U14S8.TXT,U20S21.TXT,1
U14S8.TXT,U9S4.TXT,1
U14S8.TXT,U7S29.TXT,1
U14S8.TXT,U7S39.TXT,1
U14S8.TXT,U17S15.TXT,1
U14S8.TXT,U9S40.TXT,1
U14S8.TXT,U20S24.TXT,1
U14S8.TXT,U16S5.TXT,1
U14S8.TXT,U20S31.TXT,1
U14S8.TXT,U6S19.TXT,1
U14S8.TXT,U9S30.TXT,1
U14S8.TXT,U5S22.TXT,1
U14S8.TXT,U7S16.TXT,1
U14S8.TXT,U1S1.TXT,1
U14S8.TXT,U7S11.TXT,1
U14S8.TXT,U2S19.TXT,1
U14S8.TXT,U6S3.TXT,1
U14S8.TXT,U19S18.TXT,1
U14S8.TXT,U18S35.TXT,1
U14S8.TXT,U19S28.TXT,1
U15S28.TXT,U13S14.TXT,1
U15S28.TXT,U12S3.TXT,1
U15S28.TXT,U8S32.TXT,1
U15S28.TXT,U17S4.TXT,1
U15S28.TXT,U5S27.TXT,1
U15S28.TXT,U20S21.TXT,1
U15S28.TXT,U9S4.TXT,1
U15S28.TXT,U7S29.TXT,1
U15S28.TXT,U7S39.TXT,1
U15S28.TXT,U17S15.TXT,1
U15S28.TXT,U9S40.TXT,1
U15S28.TXT,U20S24.TXT,1
U15S28.TXT,U16S5.TXT,1
U15S28.TXT,U20S31.TXT,1
U15S28.TXT,U6S19.TXT,1
U15S28.TXT,U9S30.TXT,1
U15S28.TXT,U5S22.TXT,1
U15S28.TXT,U7S16.TXT,1
U15S28.TXT,U1S1.TXT,1
U15S28.TXT,U7S11.TXT,1
U15S28.TXT,U2S19.TXT,1
U15S28.TXT,U6S3.TXT,1
U15S28.TXT,U19S18.TXT,1
U15S28.TXT,U18S35.TXT,1
U15S28.TXT,U19S28.TXT,1
U13S14.TXT,U12S3.TXT,1
U13S14.TXT,U8S32.TXT,1
U13S14.TXT,U17S4.TXT,1
U13S14.TXT,U5S27.TXT,1
U13S14.TXT,U20S21.TXT,1
U13S14.TXT,U9S4.TXT,1
U13S14.TXT,U7S29.TXT,1
U13S14.TXT,U7S39.TXT,1
U13S14.TXT,U17S15.TXT,1
U13S14.TXT,U9S40.TXT,1
U13S14.TXT,U20S24.TXT,1
U13S14.TXT,U16S5.TXT,1
U13S14.TXT,U20S31.TXT,1
U13S14.TXT,U6S19.TXT,1
U13S14.TXT,U9S30.TXT,1
U13S14.TXT,U5S22.TXT,1
U13S14.TXT,U7S16.TXT,1
U13S14.TXT,U1S1.TXT,1
U13S14.TXT,U7S11.TXT,1
U13S14.TXT,U2S19.TXT,1
U13S14.TXT,U6S3.TXT,1
U13S14.TXT,U19S18.TXT,1
U13S14.TXT,U18S35.TXT,1
U13S14.TXT,U19S28.TXT,1
U12S3.TXT,U8S32.TXT,1
U12S3.TXT,U17S4.TXT,1
U12S3.TXT,U5S27.TXT,1
U12S3.TXT,U20S21.TXT,1
U12S3.TXT,U9S4.TXT,1
U12S3.TXT,U7S29.TXT,1
U12S3.TXT,U7S39.TXT,1
U12S3.TXT,U17S15.TXT,1
U12S3.TXT,U9S40.TXT,1
U12S3.TXT,U20S24.TXT,1
U12S3.TXT,U16S5.TXT,1
U12S3.TXT,U20S31.TXT,1
U12S3.TXT,U6S19.TXT,1
U12S3.TXT,U9S30.TXT,1
U12S3.TXT,U5S22.TXT,1
U12S3.TXT,U7S16.TXT,1
U12S3.TXT,U1S1.TXT,1
U12S3.TXT,U7S11.TXT,1
U12S3.TXT,U2S19.TXT,1
U12S3.TXT,U6S3.TXT,1
U12S3.TXT,U19S18.TXT,1
U12S3.TXT,U18S35.TXT,1
U12S3.TXT,U19S28.TXT,1
U8S32.TXT,U17S4.TXT,1
U8S32.TXT,U5S27.TXT,1
U8S32.TXT,U20S21.TXT,1
U8S32.TXT,U9S4.TXT,1
U8S32.TXT,U7S29.TXT,1
U8S32.TXT,U7S39.TXT,1
U8S32.TXT,U17S15.TXT,1
U8S32.TXT,U9S40.TXT,1
U8S32.TXT,U20S24.TXT,1
U8S32.TXT,U16S5.TXT,1
U8S32.TXT,U20S31.TXT,1
U8S32.TXT,U6S19.TXT,1
U8S32.TXT,U9S30.TXT,1
U8S32.TXT,U5S22.TXT,1
U8S32.TXT,U7S16.TXT,1
U8S32.TXT,U1S1.TXT,1
U8S32.TXT,U7S11.TXT,1
U8S32.TXT,U2S19.TXT,1
U8S32.TXT,U6S3.TXT,1
U8S32.TXT,U19S18.TXT,1
U8S32.TXT,U18S35.TXT,1
U8S32.TXT,U19S28.TXT,1
U17S4.TXT,U5S27.TXT,1
U17S4.TXT,U20S21.TXT,1
U17S4.TXT,U9S4.TXT,1
U17S4.TXT,U7S29.TXT,1
U17S4.TXT,U7S39.TXT,1
U17S4.TXT,U17S15.TXT,0
U17S4.TXT,U9S40.TXT,1
U17S4.TXT,U20S24.TXT,1
U17S4.TXT,U16S5.TXT,1
U17S4.TXT,U20S31.TXT,1
U17S4.TXT,U6S19.TXT,1
U17S4.TXT,U9S30.TXT,1
U17S4.TXT,U5S22.TXT,1
U17S4.TXT,U7S16.TXT,1
U17S4.TXT,U1S1.TXT,1
U17S4.TXT,U7S11.TXT,1
U17S4.TXT,U2S19.TXT,1
U17S4.TXT,U6S3.TXT,1
U17S4.TXT,U19S18.TXT,1
U17S4.TXT,U18S35.TXT,1
U17S4.TXT,U19S28.TXT,1
U5S27.TXT,U20S21.TXT,1
U5S27.TXT,U9S4.TXT,1
U5S27.TXT,U7S29.TXT,1
U5S27.TXT,U7S39.TXT,1
U5S27.TXT,U17S15.TXT,1
U5S27.TXT,U9S40.TXT,1
U5S27.TXT,U20S24.TXT,1
U5S27.TXT,U16S5.TXT,1
U5S27.TXT,U20S31.TXT,1
U5S27.TXT,U6S19.TXT,1
U5S27.TXT,U9S30.TXT,1
U5S27.TXT,U5S22.TXT,0
U5S27.TXT,U7S16.TXT,1
U5S27.TXT,U1S1.TXT,1
U5S27.TXT,U7S11.TXT,1
U5S27.TXT,U2S19.TXT,1
U5S27.TXT,U6S3.TXT,1
U5S27.TXT,U19S18.TXT,1
U5S27.TXT,U18S35.TXT,1
U5S27.TXT,U19S28.TXT,1
U20S21.TXT,U9S4.TXT,1
U20S21.TXT,U7S29.TXT,1
U20S21.TXT,U7S39.TXT,1
U20S21.TXT,U17S15.TXT,1
U20S21.TXT,U9S40.TXT,1
U20S21.TXT,U20S24.TXT,0
U20S21.TXT,U16S5.TXT,1
U20S21.TXT,U20S31.TXT,0
U20S21.TXT,U6S19.TXT,1
U20S21.TXT,U9S30.TXT,1
U20S21.TXT,U5S22.TXT,1
U20S21.TXT,U7S16.TXT,1
U20S21.TXT,U1S1.TXT,1
U20S21.TXT,U7S11.TXT,1
U20S21.TXT,U2S19.TXT,1
U20S21.TXT,U6S3.TXT,1
U20S21.TXT,U19S18.TXT,1
U20S21.TXT,U18S35.TXT,1
U20S21.TXT,U19S28.TXT,1
U9S4.TXT,U7S29.TXT,1
U9S4.TXT,U7S39.TXT,1
U9S4.TXT,U17S15.TXT,1
U9S4.TXT,U9S40.TXT,0
U9S4.TXT,U20S24.TXT,1
U9S4.TXT,U16S5.TXT,1
U9S4.TXT,U20S31.TXT,1
U9S4.TXT,U6S19.TXT,1
U9S4.TXT,U9S30.TXT,0
U9S4.TXT,U5S22.TXT,1
U9S4.TXT,U7S16.TXT,1
U9S4.TXT,U1S1.TXT,1
U9S4.TXT,U7S11.TXT,1
U9S4.TXT,U2S19.TXT,1
U9S4.TXT,U6S3.TXT,1
U9S4.TXT,U19S18.TXT,1
U9S4.TXT,U18S35.TXT,1
U9S4.TXT,U19S28.TXT,1
U7S29.TXT,U7S39.TXT,0
U7S29.TXT,U17S15.TXT,1
U7S29.TXT,U9S40.TXT,1
U7S29.TXT,U20S24.TXT,1
U7S29.TXT,U16S5.TXT,1
U7S29.TXT,U20S31.TXT,1
U7S29.TXT,U6S19.TXT,1
U7S29.TXT,U9S30.TXT,1
U7S29.TXT,U5S22.TXT,1
U7S29.TXT,U7S16.TXT,0
U7S29.TXT,U1S1.TXT,1
U7S29.TXT,U7S11.TXT,0
U7S29.TXT,U2S19.TXT,1
U7S29.TXT,U6S3.TXT,1
U7S29.TXT,U19S18.TXT,1
U7S29.TXT,U18S35.TXT,1
U7S29.TXT,U19S28.TXT,1
U7S39.TXT,U17S15.TXT,1
U7S39.TXT,U9S40.TXT,1
U7S39.TXT,U20S24.TXT,1
U7S39.TXT,U16S5.TXT,1
U7S39.TXT,U20S31.TXT,1
U7S39.TXT,U6S19.TXT,1
U7S39.TXT,U9S30.TXT,1
U7S39.TXT,U5S22.TXT,1
U7S39.TXT,U7S16.TXT,0
U7S39.TXT,U1S1.TXT,1
U7S39.TXT,U7S11.TXT,0
U7S39.TXT,U2S19.TXT,1
U7S39.TXT,U6S3.TXT,1
U7S39.TXT,U19S18.TXT,1
U7S39.TXT,U18S35.TXT,1
U7S39.TXT,U19S28.TXT,1
U17S15.TXT,U9S40.TXT,1
U17S15.TXT,U20S24.TXT,1
U17S15.TXT,U16S5.TXT,1
U17S15.TXT,U20S31.TXT,1
U17S15.TXT,U6S19.TXT,1
U17S15.TXT,U9S30.TXT,1
U17S15.TXT,U5S22.TXT,1
U17S15.TXT,U7S16.TXT,1
U17S15.TXT,U1S1.TXT,1
U17S15.TXT,U7S11.TXT,1
U17S15.TXT,U2S19.TXT,1
U17S15.TXT,U6S3.TXT,1
U17S15.TXT,U19S18.TXT,1
U17S15.TXT,U18S35.TXT,1
U17S15.TXT,U19S28.TXT,1
U9S40.TXT,U20S24.TXT,1
U9S40.TXT,U16S5.TXT,1
U9S40.TXT,U20S31.TXT,1
U9S40.TXT,U6S19.TXT,1
U9S40.TXT,U9S30.TXT,0
U9S40.TXT,U5S22.TXT,1
U9S40.TXT,U7S16.TXT,1
U9S40.TXT,U1S1.TXT,1
U9S40.TXT,U7S11.TXT,1
U9S40.TXT,U2S19.TXT,1
U9S40.TXT,U6S3.TXT,1
U9S40.TXT,U19S18.TXT,1
U9S40.TXT,U18S35.TXT,1
U9S40.TXT,U19S28.TXT,1
U20S24.TXT,U16S5.TXT,1
U20S24.TXT,U20S31.TXT,0
U20S24.TXT,U6S19.TXT,1
